image,pred_caption_lstm,ground_truth,sentence_bleu4
2282260240_55387258de.jpg,a little girl in a pink dress is holding a large bubble,"A little girl dances in a room with balloons on the floor . | A young girl dancing in her socks on a wooden floor strewn with pink balloons . | Child with pink strings on head dancing surrounded by confetti , balloons . | Little Girl in brown shirt and bluejean skirt dances on wood floor . | The blond girl is dancing inside a house .",0.18499944101432772
186890601_8a6b0f1769.jpg,a man is jumping into a lake,A man in a maroon bathing suit swings on a rope on a lake . | A man in red shorts swinging on a rope over a lake . | A man is swinging on a rope above the water . | A man is swinging on a rope over water . | This man is swinging on the rope swing out over the blue water .,0.18245238775659334
1454841725_4b6e6199e2.jpg,a group of people are in a <unk> room,a group of young girls smiling with a large crowd behind them | Four girls pose in front of a crowd . | Four young girls pose for a picture at school | Four young girls posing for the camera . | Some young girls standing in a group some with their arms around each other .,0.18169625671445833
217583047_5e93e1e119.jpg,a man is climbing a large rock face,A man in a white boat is rowing through fog . | A man in his boat on the lake | A man is riding in a boat on the water . | A man sits in a rowboat alone on foggy water . | Man in a small white boat on a lake .,0.17739111163122614
1932161768_996eadac87.jpg,a white dog is running through the snow,a small dog steps onto a log . | A small white dog climbs over a log . | A small white dog with a blue collar is climbing over a large log . | A white dog jumps over a log outside . | A white terrior is jumping over a log .,0.17739111163122614
1100214449_d10861e633.jpg,a boy in a pool is jumping into a pool,A boy in s striped shirt is jumping in front of a water fountain . | A boy is jumping off the side of a running stone water fountain in front of a building . | A happy boy is jumping in front OD city fountain . | A little boy is jumping in front of a fountain . | A little boy is playfully jumping off the side of a fountain .,0.17599531690857192
2083778090_3aecaa11cc.jpg,a woman in a black jacket is holding a camera,"a man in the snow wearing a furry hat and a black jacket with a red scarf | A man wearing a hat in a snowstorm . | A man with a goatee wears a fur hat in the snow . | Man in furry hat stands in snow | The man is wearing a scarf , jacket , and a furry hat on a snowy day .",0.17599531690857192
1529044279_4922ead27c.jpg,a group of people are standing in a fountain,"A crowded street in Europe . | A group of adults and children , with one man pointing at something off-camera . | A man holding a little girl hand bends over and points something to her . | A young girl and an older gentleman hold hands as he points to something off frame . | People with small children on a brick ground , one man points to something for a child to see .",0.17183771017498592
135235570_5698072cd4.jpg,a man is riding a bull at a rodeo,A man in a field backed by american flags . | A man is being thrown a Frisbee in front of a monument and flags . | A man is clapping at the base of the Washington Memorial . | A man stands in front of the Gateway Arch . | A man tries to catch a football on grass surrounded by American flags .,0.17183771017498592
2120571547_05cd56de85.jpg,a man is sitting on a bench in a wheelchair,A woman in black sitting on a train . | A woman is stretching he legs across three seats on a subway train . | A woman sites with her feet on the seats in a subway car . | Two women in winter clothes ride in a subway car with orange and yellow seats . | Two women sit on a city train .,0.16934189459315158
1956678973_223cb1b847.jpg,a group of children playing in a grassy field,Children in red shirts play in the leaves . | Four boys in red are playing with fallen leaves . | Several children leaping into a pile of leaves on the ground . | Small children are playing in a pile of dead leaves . | Three kids jumping in leaves .,0.16418110161559327
1679557684_50a206e4a9.jpg,a black dog is running through a grassy field,a big black dog jumps in the air to catch the tennis ball in his mouth . | A dog looks at another dog catching a ball in the air | A white dog is watching a black dog jump on a lawn next to a pile of large rocks . | A white dog watching a black dog in the air . | Two dogs playing with a tennis ball in the yard .,0.1625889542260942
1539166395_0cdc0accee.jpg,a little girl in a pink dress is climbing on a dandelion,A child with a skull on his shirt is sitting in front of some plants and a building and is holding onto handlebars . | A curly-haired child in a white t-shirt grasps the handlebars of a riding toy . | A little girl with curly hair sitting on a teeter totter . | A small child with curly hair is on a riding toy . | A young girl with curly hair with a white shirt with a skull and bones picture on it .,0.1608462366141691
111537217_082a4ba060.jpg,a man in a blue shirt is climbing a rock face,"A man climbing a rock wall | A man climbing the side of a cliff . | A man is rock climbing . | Man with red shoes , white shirt and grey pants climbing . | The young man with the white t-shirt and jeans is rappeling up the rock wall .",0.15879290035049448
1514957266_a19827c538.jpg,a black dog is running through a grassy field,A black dog runs on green grass with its mouth open . | a dog runs across the grass . | A gray dog runs along the green grass . | A lean dog runs through green grass . | The dog runs across the green lush grass .,0.15527289920984508
1776981714_5b224d0f7a.jpg,a man in a black shirt is standing in front of a large crowd of people,two Asian women walking in front of a green door | Two girls are walking along the street and talking . | Two women walk down a street . | two women walk down the street . | Two women walking down the street,0.1531024544118244
1463732807_0cdf4f22c7.jpg,a little boy in a blue shirt is swinging on a swing,A boy on a playground swing strikes a medatative pose . | A boy on a swing wearing a green shirt is making hand gestures . | A young boy makes a meditational pose on a swing . | Boy in green shirt sitting in swing with eyes closed and making gesture with hands . | Boy posing for camera,0.152408022375532
2034553054_b00c166895.jpg,a young boy in a blue shirt is holding a large bubble,"A boy with a blue hat points towards a bowl full of cork . | A child in medieval clothes points at something on a table . | A child in period costume looking at a table with a bowl , cup , and a basket of apples . | A young boy next to apples at a medieval fair . | The child is sitting at the table with art supplies and apples .",0.14968428936143183
2060031241_a3ae7a06bb.jpg,a little boy in a blue shirt is holding a large bubble,A baby holds a game control above its head and laughs . | a baby is holding a controller to a video game above his head . | A little kid holds up a remote control in front of the television . | A young boy is holding a PlayStation controller over his head . | Baby sitting on floor and holding a game controller over its head .,0.14968428936143183
2142232919_c857a09dd7.jpg,a black dog is running through a grassy area,"A black dog carries an orange ball , walking on the ground covered in leaves . | A black dog with an orange toy in its mouth is walking in fall leaves . | A black lab puppy runs with an orange ball on an autumn day . | Black dog with orange ball approaches camera across dead leaves . | The black dog walks through brown leaves with an orange ball .",0.14691570480352809
2367816288_7c2d11d3c5.jpg,a boy in a blue shirt is playing with a ball,A boy cuts a flip in the grass . | A young man doing a flip on the grass . | Boy doing cartwheels in backyard . | The boy does a flip over a grassy yard . | Young boy in a brown shirt doing a back flip,0.1459819203086565
1350811702_2ce7cfd0c5.jpg,a young boy in a blue shirt is standing on a wooden bench,"A young boy casting his fishing line off a pier | Children fishing off a bridge | People fishing over white fence | Young boy standing next to water casting his fishing rod with others next to him . | Young boy wearing waders standing on a dock fishing , other people are in the background .",0.14583872166366124
1280320287_b2a4b9b7bd.jpg,a man is surfing on a large wave,A man is pulled behind a boat on a knee board while another doing the same begins to fall . | Two boys wakeboard . | Two boys waterskiing . | Two people are wakeboarding in the water and are being pulled by a boat . | Two younger people are being pulled on watercraft behind a boat .,0.1426664131507613
1245022983_fb329886dd.jpg,a girl in a pink shirt is holding a pink umbrella,A child in all pink is posing nearby a stroller with buildings in the distance . | A little girl in pink dances with her hands on her hips . | A small girl wearing pink dances on the sidewalk . | The girl in a bright pink skirt dances near a stroller . | The little girl in pink has her hands on her hips .,0.13806117619808217
1472653060_7427d2865a.jpg,a man in a red shirt is holding a baby in a <unk>,"A man cutting up some food on a yellow board . | A man is cutting up food to put in bowls of food at a food court . | Asian man is preparing breaded shimp with diners visible at a counter behind him , at a food court in a shopping mall . | A young man in a black and red t-shirt preparing food on a yellow cutting board . | A young man preparing food with diners in the background",0.13762368688544474
2056042552_f59e338533.jpg,two dogs run through the snow,A grey dog is jumping toward a black and white dog in the snow . | Two dogs playing on the beach . | Two dogs play on the beach . | Two french poodles romp on a snowy field | Two poodles are in the snow and one is jumping high,0.1374292659508281
2084157130_f288e492e4.jpg,two dogs are running through a grassy field,A black and white dog runs beside a brown dog in a green field . | The black and white dog along with the brown dog are galloping outside | Two dogs race through a field . | Two dogs run across the grassy field . | Two dogs running fast in the grass .,0.13256880728172596
1178705300_c224d9a4f1.jpg,a dog is swimming in a lake,a brown dog jumping into a pool after a bloe ball . | A dog in the air above the swimming pool . | A dog jumps into a backyard pool . | A tan colored dog is jumping into an outdoor pool . | A tan colored dog leaps into the inground pool .,0.12824173430648464
132489044_3be606baf7.jpg,a man in a black shirt is sitting on a bench with a black dog,"A man sleeping with a bag on his lap on public transportation | A man who has fallen asleep on public transportation . | An asian man in a suit on the subway , asleep . | A tired business man takes a quick nap while riding the train . | A young man in a suit and tie leans against a railing to take a nap on public transit .",0.12753098059990206
1412832223_99e8b4701a.jpg,a young girl in a pink shirt is jumping into a pool,A child jumps on a sand dune . | A girl in a sandy area . | A girl jumping in sand . | A girls is jumping in the sand . | The girl wearing the pink and white shirt and shorts is jumping in the sand .,0.11657424176816987
124972799_de706b6d0b.jpg,a dog is playing with a ball,A cat under the bench hissing with a dog growling and trying to get it . | A dog toys with a cat hiding under a bench . | A snarling brown and black dog corners a brown long-haired cat under a wooden bench . | A snarling dog approaches a hissing cat . | Black and brown dog growling at brown cat hiding under wooden bench .,0.1158794880657409
1428641354_f7453afbea.jpg,a little girl in a pink dress is holding a baby in a blue dress,"A woman and a boy are making hamburgers in the kitchen . | A woman in a white shirt prepares a large meal of hamburgers . | A woman is holding a jar of mustard and a boy is looking at a tray of hamburgers . | The woman has a blue shirt on with a kid to her side , and she is making hamburgers . | Woman and young boy stand in a kitchen with a spread of burgers in front of them .",0.11494706818605227
1446933195_8fe9725d62.jpg,a dog is running through a grassy area,A black puppy is biting a tree limb . | A brown puppy chewing on a tree branch . | A puppy dog is playing with a branch . | A puppy is gnawing on a plant branch in an uncut grassy area with wood and a barrel nearby . | A young brown puppy pulls a leafy branch in his teeth in a backyard .,0.11147663481766389
109260216_85b0be5378.jpg,a man is climbing up a rocky cliff,"A person climbing down a sheer rock cliff using a rope | A person climbs a tall , flat mountain while holding onto a safety rope . | A person is climbing a rock while holding onto a white rope . | A person rappels down a steep incline . | A person wearing a red vest climbs up a steep rock .",0.11147663481766389
2214132302_80064fd79d.jpg,a boy in a red shirt is standing in front of a large crowd,A lady in orange is running . | A woman in an orange jacket and orange glasses is jogging . | A woman in a red jacket and orange glasses is jogging . | A woman in orange sunglasses jogs . | A woman in red with a black headband running on a street with three other people in the background .,0.1113609392648566
1453366750_6e8cf601bf.jpg,two girls in a <unk> pose,Two children are shown upside down . | Two girls lay upside down on their bed . | Two kids laying on a bed upside down | Two teen girls hang playfully from the side of the bed | Two women are laying upside down on a white bed .,0.10754421249521595
2151300603_248a9fe715.jpg,a man is sitting on a wooden bench,"A diagram of a hand is displayed on a wall , behind which a woman studies . | A picture of the anatomy of a hand . | A woman is sitting at a desk near to a window that has a huge picture of a hand painted on it . | A woman is sitting at a table waiting to tell a customer 's fortune . | a woman sitting in the background at a table",0.1065095472357353
143552697_af27e9acf5.jpg,a man on a bike is riding on a dirt bike,A man riding his bike on a hill . | A man with helmet and backpack standing on dirt bike in a hilly grassy area . | A person rides a motorbike through a grassy field . | Man on motorcycle riding in dry field wearing a helmet and backpack | The biker is riding through a grassy plain .,0.10322814504178526
161669933_3e7d8c7e2c.jpg,a man in a red jacket is riding a motorcycle,A competitive motorcycle racer prepares to make a left turn along a paved road . | A man rides a motorcycle with the number 5 on it . | A motorcycle driver swerves to the left . | A motorcycle with number five on front is being ridden by a rider wearing a red helmet . | professional motorcycle racer turning a corner,0.10251738860668018
195962790_3380aea352.jpg,a dog is running through a grassy area,"A woman in a purple shirt and a brown puppy sit near a fountain | A woman sits by the pool with a dog while another dog is nearby . | A woman sits with her feet in a shallow pool and looks at a puppy . | While the humans put their feet into the fountain , the puppy on the side with his master checks out the muzzle leash on the large rottweiler . | Woman and dog cooling off at fountain",0.10073051057692405
1189977786_4f5aaed773.jpg,a dog is running through a grassy area,A dog jumping into a swimming pool . | A grey dog runs alongside a pool while a yellow dog jumps into the pool . | One dog is jumping into a pool while another runs alongside the pool 's edge . | one tan dog jumping in a pool while the other grey dog is on the deck | Two dogs jumping into a swimming pool .,0.10073051057692405
2055646179_169807fed4.jpg,a little girl in a pink dress is standing in a field of water,"A boy holding a hose next to a man while another boy watches on , held by a woman . | A child is playing with a water spout outdoors while the rest of his family watches . | A man in an orange shirt is helping a boy squirt water from a hose into a pond whilst a woman and boy watch . | A smiling family congregate around a water spout in a pasture . | A young child plays with a hose in a field with another child , and two adults .",0.09981338936974356
103195344_5d2dc613a3.jpg,a man in a blue shirt is standing on a sidewalk with a man in a brown shirt,A man in black is sitting next to a modern art structure in front of a glass building . | A man sits and reads a newspaper by a sculpture outside of an office building . | a man sits near a large statue . | A man sitting in front of a metal sculpture in front of a building . | The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,0.09858437095371828
